BuildingType,Latitude,NumberofBuildings,GHGEmissionsIntensity,TotalGHGEmissions,PropertyGFATotal,PrimaryPropertyType,YearBuilt,Neighborhood,Longitude,NumberofFloors,LargestPropertyUseType,ENERGYSTARScore
Multifamily LR (1-4),47.65864,1,0.16,6.42,40090,Low-Rise Multifamily,1983,NORTHEAST,-122.32109,4,Multifamily Housing,98
Multifamily LR (1-4),47.65874,1,0.89,21.97,24680,Low-Rise Multifamily,1923,NORTHEAST,-122.31395,4,Multifamily Housing,88
Multifamily LR (1-4),47.65875,1,0.13,7.96,61227,Low-Rise Multifamily,1989,LAKE UNION,-122.34274,4,Multifamily Housing,93
Multifamily LR (1-4),47.65889,1,0.88,30.72,34723,Low-Rise Multifamily,2014,LAKE UNION,-122.34776,4,Multifamily Housing,57
Multifamily LR (1-4),47.65901,1,0.12,2.9,24153,Low-Rise Multifamily,1990,NORTHEAST,-122.3201,4,Multifamily Housing,75
Multifamily LR (1-4),47.65904,1,0.14,4.92,34854,Low-Rise Multifamily,1989,MAGNOLIA / QUEEN ANNE,-122.40044,3,Multifamily Housing,69
Multifamily LR (1-4),47.65909,1,0.2,4.43,22344,Low-Rise Multifamily,1964,NORTHEAST,-122.31691,4,Multifamily Housing,84
Multifamily LR (1-4),47.65911,1,0.13,4.01,30964,Low-Rise Multifamily,1985,NORTHEAST,-122.32119,4,Multifamily Housing,95
Multifamily LR (1-4),47.65915,1,0.17,4.08,24492,Low-Rise Multifamily,1981,NORTHEAST,-122.31579,3,Multifamily Housing,67
Multifamily LR (1-4),47.65921,1,0.15,9.25,63317,Low-Rise Multifamily,1997,LAKE UNION,-122.34685,4,Multifamily Housing,75
Multifamily LR (1-4),47.65926,1,1.25,26.54,21158,Low-Rise Multifamily,1926,NORTHEAST,-122.31851,3,Multifamily Housing,90
Multifamily LR (1-4),47.65963,1,0.13,4.2,32331,Low-Rise Multifamily,1986,NORTHEAST,-122.31914,3,Multifamily Housing,97
Multifamily LR (1-4),47.65976,1,0.11,3.45,31500,Low-Rise Multifamily,1991,LAKE UNION,-122.35134,4,Multifamily Housing,94
Multifamily LR (1-4),47.65998,1,0.18,4.32,23742,Low-Rise Multifamily,1956,NORTHEAST,-122.31579,4,Multifamily Housing,91
Multifamily LR (1-4),47.66001,1,0.15,12.27,84385,Low-Rise Multifamily,1985,NORTHEAST,-122.32011,4,Multifamily Housing,98
Multifamily LR (1-4),47.66027,1,0.14,9.4,66300,Low-Rise Multifamily,1995,LAKE UNION,-122.34704,4,Multifamily Housing,80
Multifamily LR (1-4),47.6603,1,0.26,9.66,37090,Low-Rise Multifamily,2007,MAGNOLIA / QUEEN ANNE,-122.39867,4,Multifamily Housing,40
Multifamily LR (1-4),47.6604,1,0.09,3.65,40152,Low-Rise Multifamily,1988,NORTHEAST,-122.32054,4,Multifamily Housing,82
Multifamily LR (1-4),47.66085,4,0.14,4.23,30834,Low-Rise Multifamily,1961,NORTHEAST,-122.28577,4,Multifamily Housing,97
Multifamily LR (1-4),47.66087,1,0.15,3.9,25268,Low-Rise Multifamily,1969,LAKE UNION,-122.35133,3,Multifamily Housing,79
Multifamily LR (1-4),47.66091,1,0.71,19.01,26815,Low-Rise Multifamily,2002,MAGNOLIA / QUEEN ANNE,-122.39778,4,Multifamily Housing,75
Multifamily LR (1-4),47.66094,1,0.18,4.51,24847,Low-Rise Multifamily,1988,LAKE UNION,-122.35583,4,Multifamily Housing,72
Multifamily LR (1-4),47.661,1,0.15,3.54,23098,Low-Rise Multifamily,1987,LAKE UNION,-122.34839,4,Multifamily Housing,89
Multifamily LR (1-4),47.66112,1,0.17,8.14,47658,Low-Rise Multifamily,2005,LAKE UNION,-122.33207,3,Multifamily Housing,53
Multifamily LR (1-4),47.66112,1,0.22,4.39,20260,Low-Rise Multifamily,1909,NORTHEAST,-122.31285,4,Multifamily Housing,75
Multifamily LR (1-4),47.66122,1,0.68,19.15,28187,Low-Rise Multifamily,1925,LAKE UNION,-122.33695,3,Multifamily Housing,96
Multifamily LR (1-4),47.66124,1,0.75,79.53,106218,Low-Rise Multifamily,2006,LAKE UNION,-122.3435,4,Multifamily Housing,79
Multifamily LR (1-4),47.66133,1,0.14,6.49,45111,Mixed Use Property,1990,LAKE UNION,-122.34973,4,Multifamily Housing,75
Multifamily LR (1-4),47.66152,1,0.22,7.53,34795,Low-Rise Multifamily,1988,NORTHEAST,-122.31046,4,Multifamily Housing,95
Multifamily LR (1-4),47.66156,1,0.18,3.95,21528,Low-Rise Multifamily,1960,NORTHEAST,-122.30314,4,Multifamily Housing,74
Multifamily LR (1-4),47.6616,4,0.79,100.02,126153,Mixed Use Property,1966,LAKE UNION,-122.32367,3,Multifamily Housing,76
Multifamily LR (1-4),47.66164,1,0.14,22.81,158180,Low-Rise Multifamily,2007,LAKE UNION,-122.34247,4,Multifamily Housing,95
Multifamily LR (1-4),47.66164,1,2.35,48.45,20629,Low-Rise Multifamily,1928,NORTHEAST,-122.30762,3,Multifamily Housing,52
Multifamily LR (1-4),47.66198,1,0.21,7.16,34090,Low-Rise Multifamily,1925,NORTHEAST,-122.31386,3,Multifamily Housing,66
Multifamily LR (1-4),47.66232,1,0.24,15.43,65103,Low-Rise Multifamily,1988,NORTHEAST,-122.30394,4,Multifamily Housing,56
Multifamily LR (1-4),47.66238,1,0.26,6.61,25721,Low-Rise Multifamily,1983,NORTHWEST,-122.35436,4,Multifamily Housing,21
Multifamily LR (1-4),47.66252,1,3.16,63.21,20008,University,1956,NORTHEAST,-122.31005,3,College/University,75
Multifamily LR (1-4),47.66261,1,0.14,3.44,23800,Low-Rise Multifamily,1999,NORTHEAST,-122.31043,3,Multifamily Housing,75
Multifamily LR (1-4),47.6629,1,0.83,23.22,27996,Low-Rise Multifamily,1928,NORTHEAST,-122.31229,3,Multifamily Housing,89
Multifamily LR (1-4),47.66295,1,2.94,60.47,20600,Low-Rise Multifamily,1919,NORTHEAST,-122.3134,4,Multifamily Housing,75
Multifamily LR (1-4),47.66316,1,0.68,17.67,26157,Low-Rise Multifamily,1959,NORTHEAST,-122.30215,3,Multifamily Housing,1
Multifamily LR (1-4),47.66329,1,0.17,4.36,26185,Low-Rise Multifamily,1959,NORTHEAST,-122.31233,4,Multifamily Housing,90
Multifamily LR (1-4),47.66332,1,0.16,3.28,20004,Low-Rise Multifamily,1972,NORTHEAST,-122.31054,3,Multifamily Housing,75
Multifamily LR (1-4),47.6634,1,2.1,46.67,22232,Other,1928,NORTHEAST,-122.30685,3,Other - Lodging/Residential,75
Multifamily LR (1-4),47.66367,1,0.15,5.08,34962,Low-Rise Multifamily,1999,NORTHEAST,-122.31228,4,Multifamily Housing,74
Multifamily LR (1-4),47.66377,1,0.13,19.65,147443,Low-Rise Multifamily,1999,NORTHEAST,-122.30488,3,Multifamily Housing,80
Multifamily LR (1-4),47.66383,1,1.91,49.59,26008,Low-Rise Multifamily,1923,NORTHEAST,-122.31234,3,Multifamily Housing,83
Multifamily LR (1-4),47.66398,1,0.23,14.82,65042,Low-Rise Multifamily,1949,NORTHEAST,-122.2853,2,Multifamily Housing,41
Multifamily LR (1-4),47.66401,1,1.15,89.29,77966,Low-Rise Multifamily,1982,MAGNOLIA / QUEEN ANNE,-122.39701,4,Multifamily Housing,85
Multifamily LR (1-4),47.66412,1,0.25,5.42,21871,Low-Rise Multifamily,1990,LAKE UNION,-122.34021,3,Multifamily Housing,75
Multifamily LR (1-4),47.66413,1,0.13,3.97,30358,Low-Rise Multifamily,1977,NORTHEAST,-122.31005,3,Multifamily Housing,94
Multifamily LR (1-4),47.66415,1,0.21,5.35,25137,Low-Rise Multifamily,1966,NORTHEAST,-122.28447,3,Multifamily Housing,75
Multifamily LR (1-4),47.66443,1,0.31,8.95,28944,Low-Rise Multifamily,1965,MAGNOLIA / QUEEN ANNE,-122.39802,3,Multifamily Housing,39
Multifamily LR (1-4),47.66448,1,0.11,4.32,39235,Low-Rise Multifamily,2001,NORTHWEST,-122.347,4,Multifamily Housing,75
Multifamily LR (1-4),47.66455,1,0.12,4.24,36300,Low-Rise Multifamily,1979,NORTHEAST,-122.31115,3,Multifamily Housing,98
Multifamily LR (1-4),47.66476,1,0.2,5.63,28256,Low-Rise Multifamily,1916,NORTHWEST,-122.34976,3,Multifamily Housing,93
Multifamily LR (1-4),47.66501,1,0.17,4.95,29351,Low-Rise Multifamily,2000,NORTHEAST,-122.29562,3,Multifamily Housing,81
Multifamily LR (1-4),47.66506,1,0.69,15.11,22018,Low-Rise Multifamily,1926,NORTHEAST,-122.31233,3,Multifamily Housing,92
Multifamily LR (1-4),47.66508,1,0.17,4.01,23794,Low-Rise Multifamily,1997,NORTHEAST,-122.30253,4,Multifamily Housing,49
Multifamily LR (1-4),47.66512,1,0.35,7.24,20979,Low-Rise Multifamily,1984,NORTHEAST,-122.28426,2,Multifamily Housing,64
Multifamily LR (1-4),47.66512,4,0.2,5.97,30240,Low-Rise Multifamily,1958,NORTHEAST,-122.30419,3,Multifamily Housing,55
Multifamily LR (1-4),47.66523,1,0.58,184.8,321333,Low-Rise Multifamily,1980,NORTHEAST,-122.29966,2,Multifamily Housing,89
Multifamily LR (1-4),47.6657,1,0.2,11.68,57856,Low-Rise Multifamily,1984,NORTHEAST,-122.3017,4,Multifamily Housing,59
Multifamily LR (1-4),47.66613,1,0.72,21.69,30200,Low-Rise Multifamily,1911,BALLARD,-122.38149,4,Multifamily Housing,100
Multifamily LR (1-4),47.66624,1,0.13,3.08,23466,Low-Rise Multifamily,1988,BALLARD,-122.37861,3,Multifamily Housing,75
Multifamily LR (1-4),47.66624,1,0.17,6.06,36000,Low-Rise Multifamily,1964,BALLARD,-122.38062,4,Multifamily Housing,72
Multifamily LR (1-4),47.66634,1,0.16,6.37,41076,Low-Rise Multifamily,1960,BALLARD,-122.38004,4,Multifamily Housing,88
Multifamily LR (1-4),47.66662,1,0.17,4.3,24948,Low-Rise Multifamily,1960,BALLARD,-122.38034,4,Multifamily Housing,98
Multifamily LR (1-4),47.66665,1,0.16,4.04,24722,Low-Rise Multifamily,2003,NORTHEAST,-122.31707,4,Multifamily Housing,75
Multifamily LR (1-4),47.66703,1,1.02,75.12,73697,Low-Rise Multifamily,2004,NORTHEAST,-122.28421,2,Multifamily Housing,1
Multifamily LR (1-4),47.66709,1,0.47,120.92,257248,Mixed Use Property,2008,NORTHEAST,-122.30149,4,Senior Care Community,98
Multifamily LR (1-4),47.66736,1,0.16,4.67,30034,Low-Rise Multifamily,1965,NORTHEAST,-122.31231,4,Multifamily Housing,95
Multifamily LR (1-4),47.66766,1,0.71,43.03,60858,Low-Rise Multifamily,1968,BALLARD,-122.4002,3,Multifamily Housing,87
Multifamily LR (1-4),47.66768,1,0.17,3.43,20390,Low-Rise Multifamily,1978,NORTHEAST,-122.3037,3,Multifamily Housing,75
Multifamily LR (1-4),47.66781,1,0.18,5.11,28753,Low-Rise Multifamily,1981,NORTHEAST,-122.31161,4,Multifamily Housing,57
Multifamily LR (1-4),47.6681,1,0.23,7.07,30854,Low-Rise Multifamily,1996,BALLARD,-122.3716,4,Multifamily Housing,14
Multifamily LR (1-4),47.66812,4,0.75,119.63,159820,Low-Rise Multifamily,1949,BALLARD,-122.39756,3,Multifamily Housing,90
Multifamily LR (1-4),47.66816,1,0.63,27.47,43644,Low-Rise Multifamily,1997,NORTHEAST,-122.31341,4,Multifamily Housing,88
Multifamily LR (1-4),47.66839,1,0.15,4.86,31792,Low-Rise Multifamily,1980,BALLARD,-122.37155,3,Multifamily Housing,67
Multifamily LR (1-4),47.66857,1,0.21,8.1,37964,Low-Rise Multifamily,2000,NORTHWEST,-122.33325,3,Multifamily Housing,18
Multifamily LR (1-4),47.66858,1,0.29,6.24,21880,Low-Rise Multifamily,1968,NORTHWEST,-122.33248,4,Multifamily Housing,75
Multifamily LR (1-4),47.66893,1,0.21,4.24,20143,Low-Rise Multifamily,1969,BALLARD,-122.37103,3,Multifamily Housing,46
Multifamily LR (1-4),47.66927,1,0.17,6.61,39319,Low-Rise Multifamily,1988,BALLARD,-122.39485,4,Multifamily Housing,68
Multifamily LR (1-4),47.66965,1,0.14,4.35,30948,Low-Rise Multifamily,1975,BALLARD,-122.39489,4,Multifamily Housing,91
Multifamily LR (1-4),47.67015,1,2.37,62.17,26211,Low-Rise Multifamily,1959,NORTHWEST,-122.36011,2,Multifamily Housing,68
Multifamily LR (1-4),47.67025,,,,28472,Low-Rise Multifamily,1963,NORTHEAST,-122.31232,4,"",75
Multifamily LR (1-4),47.67042,1,0.24,6.33,26347,Low-Rise Multifamily,1985,BALLARD,-122.37749,4,Multifamily Housing,30
Multifamily LR (1-4),47.67058,1,0.17,5.54,31900,Low-Rise Multifamily,1978,NORTHEAST,-122.31275,4,Multifamily Housing,79
Multifamily LR (1-4),47.67069,1,0.27,5.67,20884,Low-Rise Multifamily,1960,NORTHEAST,-122.31239,4,Multifamily Housing,58
Multifamily LR (1-4),47.67074,1,2.87,94.22,32810,Low-Rise Multifamily,1930,NORTHWEST,-122.35491,3,Multifamily Housing,70
Multifamily LR (1-4),47.67115,1,0.2,5.44,27553,Low-Rise Multifamily,1985,BALLARD,-122.38506,4,Multifamily Housing,56
Multifamily LR (1-4),47.67117,1,0.13,5.53,43380,Low-Rise Multifamily,1987,BALLARD,-122.38422,4,Multifamily Housing,69
Multifamily LR (1-4),47.67136,1,0.19,6.85,36248,Low-Rise Multifamily,1984,BALLARD,-122.37982,4,Multifamily Housing,67
Multifamily LR (1-4),47.67144,1,0.16,3.95,24032,Low-Rise Multifamily,1977,BALLARD,-122.3868,3,Multifamily Housing,75
Multifamily LR (1-4),47.67151,1,4.14,102.73,24828,Low-Rise Multifamily,1928,BALLARD,-122.38454,4,Multifamily Housing,28
Multifamily LR (1-4),47.67179,1,1.15,59.06,51326,Low-Rise Multifamily,1999,NORTHEAST,-122.31781,4,Multifamily Housing,75
Multifamily LR (1-4),47.67213,1,0.2,5.51,27432,Low-Rise Multifamily,1985,NORTHWEST,-122.35463,3,Multifamily Housing,87
Multifamily LR (1-4),47.67284,1,0.17,7.33,42401,Low-Rise Multifamily,1991,BALLARD,-122.37513,4,Multifamily Housing,90
Multifamily LR (1-4),47.67299,1,0.51,20.21,39331,Low-Rise Multifamily,2004,NORTHWEST,-122.35487,4,Multifamily Housing,52
Multifamily LR (1-4),47.67334,1,0.12,3.38,28467,Low-Rise Multifamily,1999,BALLARD,-122.40606,4,Multifamily Housing,75
Multifamily LR (1-4),47.67385,1,0.21,8.53,40894,Low-Rise Multifamily,1985,NORTHEAST,-122.26521,3,Multifamily Housing,12
Multifamily LR (1-4),47.6744,1,2.07,77.75,37642,Low-Rise Multifamily,1982,BALLARD,-122.40735,4,Multifamily Housing,21
Multifamily LR (1-4),47.67447,1,0.18,8.48,47419,Low-Rise Multifamily,1981,NORTHEAST,-122.26389,3,Multifamily Housing,75
Multifamily LR (1-4),47.67472,1,0.65,18.95,29378,Low-Rise Multifamily,1997,BALLARD,-122.39807,3,Multifamily Housing,33
Multifamily LR (1-4),47.67504,1,0.14,6.46,44957,Low-Rise Multifamily,1986,BALLARD,-122.37529,4,Multifamily Housing,71
Multifamily LR (1-4),47.67542,1,0.42,57.59,136752,Low-Rise Multifamily,1972,NORTHEAST,-122.26558,2,Multifamily Housing,54
Multifamily LR (1-4),47.67557,1,1.99,198.59,99941,Senior Care Community,1949,NORTHEAST,-122.30214,3,Senior Care Community,83
Multifamily LR (1-4),47.67561,1,0.2,7.15,35577,Low-Rise Multifamily,1983,NORTHWEST,-122.324,4,Multifamily Housing,55
Multifamily LR (1-4),47.67594,1,0.26,7.86,30315,Low-Rise Multifamily,2003,NORTHEAST,-122.30247,4,Multifamily Housing,3
Multifamily LR (1-4),47.67598,1,0.19,5.88,30918,Low-Rise Multifamily,2005,NORTHEAST,-122.30201,4,Multifamily Housing,29
Multifamily LR (1-4),47.67602,1,0.17,4.75,27160,Low-Rise Multifamily,1998,NORTHEAST,-122.29059,3,Multifamily Housing,75
Multifamily LR (1-4),47.67604,1,0.62,28.83,46137,Low-Rise Multifamily,2005,NORTHEAST,-122.30141,4,Multifamily Housing,93
Multifamily LR (1-4),47.67611,1,0.15,3.18,21841,Low-Rise Multifamily,1967,NORTHWEST,-122.3263,4,Multifamily Housing,75
Multifamily LR (1-4),47.6763,1,0.17,8.04,46686,Low-Rise Multifamily,1988,BALLARD,-122.38726,4,Multifamily Housing,93
Multifamily LR (1-4),47.67707,2,0.11,3.92,36992,Low-Rise Multifamily,1989,NORTHEAST,-122.31769,4,Multifamily Housing,95
Multifamily LR (1-4),47.67711,1,0.22,9.48,43788,Low-Rise Multifamily,1984,NORTHWEST,-122.35471,3,Multifamily Housing,75
Multifamily LR (1-4),47.67723,1,0.22,6.7,31023,Low-Rise Multifamily,1986,NORTHWEST,-122.32391,4,Multifamily Housing,39
Multifamily LR (1-4),47.67723,5,1.04,65.25,62900,Low-Rise Multifamily,1965,NORTHEAST,-122.29126,2,Multifamily Housing,100
Multifamily LR (1-4),47.67744,1,0.17,4.29,25943,Low-Rise Multifamily,1958,NORTHEAST,-122.3176,3,Multifamily Housing,81
Multifamily LR (1-4),47.67747,1,0.61,28.94,47711,Senior Care Community,2015,NORTHWEST,-122.32688,4,Senior Care Community,99
Multifamily LR (1-4),47.67758,1,0.69,57.59,83999,Low-Rise Multifamily,2013,BALLARD,-122.37702,4,Multifamily Housing,93
Multifamily LR (1-4),47.67772,1,0.38,14.37,38035,Low-Rise Multifamily,1958,NORTHWEST,-122.32805,3,Multifamily Housing,86
Multifamily LR (1-4),47.6779,1,0.19,5.51,29646,Low-Rise Multifamily,2011,NORTHEAST,-122.26166,3,Multifamily Housing,81
Multifamily LR (1-4),47.6779,1,0.23,7.49,31928,Low-Rise Multifamily,2013,NORTHEAST,-122.26166,2,Multifamily Housing,35
Multifamily LR (1-4),47.67815,1,1.21,231.75,191226,Low-Rise Multifamily,2008,NORTHWEST,-122.32613,4,Multifamily Housing,85
Multifamily LR (1-4),47.67857,1,0.18,5.87,31930,Low-Rise Multifamily,2011,NORTHEAST,-122.26172,3,Multifamily Housing,86
Multifamily LR (1-4),47.67886,1,0.16,4.52,27770,Low-Rise Multifamily,1988,NORTHWEST,-122.323,4,Multifamily Housing,94
Multifamily LR (1-4),47.67888,1,0.39,26.46,67910,Low-Rise Multifamily,2007,NORTHWEST,-122.35563,4,Multifamily Housing,41
Multifamily LR (1-4),47.67903,1,0.1,8.3,82486,Low-Rise Multifamily,2007,NORTHWEST,-122.32412,4,Multifamily Housing,65
Multifamily LR (1-4),47.6792,1,0.56,29.39,52263,Low-Rise Multifamily,1991,NORTHWEST,-122.32282,4,Multifamily Housing,96
Multifamily LR (1-4),47.67928,1,1.39,53.12,38264,Low-Rise Multifamily,1947,NORTHEAST,-122.26177,3,Multifamily Housing,51
Multifamily LR (1-4),47.67965,1,0.19,28.19,144779,Low-Rise Multifamily,1970,NORTHEAST,-122.26401,4,Multifamily Housing,57
Multifamily LR (1-4),47.68037,1,0.19,4.55,24288,Low-Rise Multifamily,1968,NORTHEAST,-122.31785,4,Multifamily Housing,62
Multifamily LR (1-4),47.6805,1,0.13,5.8,43035,Low-Rise Multifamily,1990,NORTHWEST,-122.35489,4,Multifamily Housing,77
Multifamily LR (1-4),47.68086,1,0.79,18.95,24090,Low-Rise Multifamily,2002,NORTHWEST,-122.35505,4,Multifamily Housing,85
Multifamily LR (1-4),47.68114,1,0.1,2.54,25472,Low-Rise Multifamily,1972,NORTHWEST,-122.32616,4,Multifamily Housing,75
Multifamily LR (1-4),47.68124,1,0.14,5.74,41474,Low-Rise Multifamily,2009,NORTHWEST,-122.34493,4,Multifamily Housing,75
Multifamily LR (1-4),47.68149,1,0.23,4.72,20144,Low-Rise Multifamily,1961,NORTHEAST,-122.28915,2,Multifamily Housing,61
Multifamily LR (1-4),47.6815,1,0.52,10.43,20210,Low-Rise Multifamily,1967,NORTHWEST,-122.32507,3,Multifamily Housing,87
Multifamily LR (1-4),47.68157,1,0.43,8.93,20851,Low-Rise Multifamily,1969,NORTHWEST,-122.3456,4,Multifamily Housing,92
Multifamily LR (1-4),47.68173,1,0.2,6.08,30542,Low-Rise Multifamily,1985,NORTHEAST,-122.26408,3,Multifamily Housing,59
Multifamily LR (1-4),47.68226,1,0.13,7.46,55624,Low-Rise Multifamily,1986,NORTHWEST,-122.32329,4,Multifamily Housing,97
Multifamily LR (1-4),47.68341,1,0.17,20.39,120701,Low-Rise Multifamily,1977,NORTHEAST,-122.26403,3,Multifamily Housing,69
Multifamily LR (1-4),47.6836,4,0.51,120.24,233540,Low-Rise Multifamily,1948,NORTHEAST,-122.28746,2,Multifamily Housing,64
Multifamily LR (1-4),47.6843,1,0.13,6.74,53100,Low-Rise Multifamily,1981,NORTHEAST,-122.28772,4,Multifamily Housing,70
Multifamily LR (1-4),47.68437,1,0.11,5.46,48230,Low-Rise Multifamily,1981,NORTHEAST,-122.28706,3,Multifamily Housing,80
Multifamily LR (1-4),47.68457,1,0.13,7.31,57770,Low-Rise Multifamily,1980,BALLARD,-122.38779,3,Multifamily Housing,71
Multifamily LR (1-4),47.68523,1,0.18,4.14,23236,Low-Rise Multifamily,2002,NORTHWEST,-122.35492,4,Multifamily Housing,57
Multifamily LR (1-4),47.68572,1,0.22,6.31,28918,Low-Rise Multifamily,1978,NORTHWEST,-122.33639,4,Multifamily Housing,75
Multifamily LR (1-4),47.6864,1,2.76,68.89,24920,Low-Rise Multifamily,1947,NORTHWEST,-122.33985,3,Multifamily Housing,73
Multifamily LR (1-4),47.68982,1,0.14,3.54,25763,Low-Rise Multifamily,1989,NORTH,-122.32335,4,Multifamily Housing,75
Multifamily LR (1-4),47.68984,1,0.13,6.02,46873,Low-Rise Multifamily,1990,NORTHEAST,-122.30826,3,Multifamily Housing,90
Multifamily LR (1-4),47.68993,1,0.16,12.15,76285,Low-Rise Multifamily,1988,NORTHEAST,-122.30754,4,Multifamily Housing,68
Multifamily LR (1-4),47.69041,1,0.13,2.93,23381,Low-Rise Multifamily,2001,BALLARD,-122.37759,3,Multifamily Housing,75
Multifamily LR (1-4),47.69069,1,0.74,25.13,33733,Low-Rise Multifamily,1991,BALLARD,-122.39256,3,Multifamily Housing,90
Multifamily LR (1-4),47.69072,1,3.87,147.24,38050,Mixed Use Property,1929,NORTHWEST,-122.35552,2,Self-Storage Facility,75
Multifamily LR (1-4),47.69073,1,0.37,15.9,42984,Low-Rise Multifamily,2003,NORTHWEST,-122.36125,4,Multifamily Housing,75
Multifamily LR (1-4),47.69079,1,0.12,21.51,183524,Low-Rise Multifamily,2002,NORTHWEST,-122.35157,4,Multifamily Housing,75
Multifamily LR (1-4),47.69084,1,0.17,3.52,20599,Low-Rise Multifamily,1976,BALLARD,-122.37757,3,Multifamily Housing,75
Multifamily LR (1-4),47.69086,1,0.21,7.48,35837,Low-Rise Multifamily,2000,NORTHWEST,-122.35094,4,Multifamily Housing,61
Multifamily LR (1-4),47.6909,1,0.29,13.18,45421,Low-Rise Multifamily,1980,BALLARD,-122.37175,4,Multifamily Housing,90
Multifamily LR (1-4),47.69093,1,0.18,9.63,54238,Low-Rise Multifamily,2006,NORTHWEST,-122.35297,4,Multifamily Housing,32
Multifamily LR (1-4),47.69094,1,0.28,8.7,31017,Low-Rise Multifamily,1997,NORTHWEST,-122.3502,3,Multifamily Housing,75
Multifamily LR (1-4),47.69101,1,0.16,3.87,23835,Low-Rise Multifamily,1988,BALLARD,-122.37497,3,Multifamily Housing,93
Multifamily LR (1-4),47.69125,1,0.16,6.02,36666,Low-Rise Multifamily,1998,NORTHWEST,-122.35104,4,Multifamily Housing,65
Multifamily LR (1-4),47.69129,1,0.71,77.56,109623,Low-Rise Multifamily,2012,NORTHEAST,-122.29038,4,Multifamily Housing,96
Multifamily LR (1-4),47.69156,1,0.18,7.87,44202,Low-Rise Multifamily,1982,NORTH,-122.30713,3,Multifamily Housing,79
Multifamily LR (1-4),47.69159,1,0.14,7.56,52626,Low-Rise Multifamily,2008,NORTHWEST,-122.35732,3,Multifamily Housing,58
Multifamily LR (1-4),47.69175,1,0.15,5.53,37091,Low-Rise Multifamily,1990,NORTHEAST,-122.30396,4,Multifamily Housing,87
Multifamily LR (1-4),47.69209,1,1.07,31.54,29588,Low-Rise Multifamily,2006,NORTH,-122.31794,4,Multifamily Housing,75
Multifamily LR (1-4),47.69239,1,0.15,3.44,22935,Low-Rise Multifamily,1992,NORTH,-122.31738,4,Multifamily Housing,75
Multifamily LR (1-4),47.69248,1,0.19,6.43,33852,Low-Rise Multifamily,1979,NORTH,-122.30599,2,Multifamily Housing,75
Multifamily LR (1-4),47.69309,1,0.15,3.95,26112,Low-Rise Multifamily,1985,NORTHWEST,-122.35359,4,Multifamily Housing,96
Multifamily LR (1-4),47.69321,1,0.12,3.64,30110,Low-Rise Multifamily,1990,NORTH,-122.30597,3,Multifamily Housing,96
Multifamily LR (1-4),47.69327,1,0.2,8.7,42448,Low-Rise Multifamily,1981,NORTHEAST,-122.30347,3,NULL,66
Multifamily LR (1-4),47.694,1,0.19,7.08,36538,Low-Rise Multifamily,1987,NORTHWEST,-122.35348,4,Multifamily Housing,69
Multifamily LR (1-4),47.69413,1,0.9,90.17,99941,Senior Care Community,2005,NORTH,-122.30592,4,Senior Care Community,78
Multifamily LR (1-4),47.69522,1,0.19,4.29,22045,Low-Rise Multifamily,1970,NORTH,-122.31731,3,Multifamily Housing,59
Multifamily LR (1-4),47.6958,1,0.19,6.7,35512,Low-Rise Multifamily,1978,BALLARD,-122.37208,4,Multifamily Housing,78
Multifamily LR (1-4),47.69583,1,0.17,5.04,30386,Low-Rise Multifamily,2006,NORTHWEST,-122.35566,4,Multifamily Housing,75
Multifamily LR (1-4),47.69639,1,0.26,19.7,75154,Low-Rise Multifamily,1979,NORTHEAST,-122.30507,4,Multifamily Housing,70
Multifamily LR (1-4),47.69644,1,0.18,6.87,37456,Low-Rise Multifamily,1989,NORTHWEST,-122.35504,4,Multifamily Housing,72
Multifamily LR (1-4),47.69646,1,0.65,22.93,35456,Low-Rise Multifamily,1999,NORTH,-122.31716,4,Multifamily Housing,86
Multifamily LR (1-4),47.69687,1,0.2,4.43,21880,Low-Rise Multifamily,1989,NORTHWEST,-122.34221,4,Multifamily Housing,71
Multifamily LR (1-4),47.69694,1,0.22,5.76,26390,Low-Rise Multifamily,1993,NORTH,-122.31729,4,Multifamily Housing,75
Multifamily LR (1-4),47.69711,1,0.14,6.84,50095,Low-Rise Multifamily,1994,NORTHEAST,-122.29098,3,Multifamily Housing,83
