BuildingType,ENERGYSTARScore,Electricity(kBtu),DefaultData,SourceEUI(kBtu/sf),SiteEUI(kBtu/sf),TotalGHGEmissions,SteamUse(kBtu),SiteEnergyUseWN(kBtu),YearBuilt,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),PropertyGFATotal,Electricity(kWh),NumberofFloors,PrimaryPropertyType,Longitude,NumberofBuildings,GHGEmissionsIntensity,Latitude,SiteEnergyUse(kBtu),NaturalGas(kBtu),NaturalGas(therms),LargestPropertyUseType
Multifamily LR (1-4),49,3799975,0,150.3999939,60.79999924,120.6,0,5964885.5,1962,65.09999847,160,89391,1113708.875,4,Senior Care Community,-122.31323,1,1.35,47.71235,5572010,1772035,17720.34961,Senior Care Community
Multifamily LR (1-4),50,494951,0,80.90000153,35.5,21.74,0,908904.5,1926,38.40000153,89,23671,145061.7969,3,Low-Rise Multifamily,-122.38681,1,0.92,47.58383,839362,344411,3444.109619,Multifamily Housing
Multifamily LR (1-4),50,772214,0,92.59999847,29.5,5.38,0,822265.8125,1962,31.39999962,98.69999695,26172,226323.0938,4,Low-Rise Multifamily,-122.3123,1,0.21,47.61682,772214.625,0,0,Multifamily Housing
Multifamily LR (1-4),50,831015,0,68.40000153,28.79999924,31.43,0,1421499.375,1924,31.20000076,75.09999847,45552,243556.5938,3,Low-Rise Multifamily,-122.32684,1,0.69,47.62478,1313651.25,482636,4826.359863,Multifamily Housing
Multifamily LR (1-4),50,931222,0,70.69999695,49.59999847,232.1,0,5790169.5,1921,55.40000153,77.90000153,104064,272925.6875,4,Low-Rise Multifamily,-122.35854,1,2.23,47.63007,5179141.5,4247919,42479.19141,Multifamily Housing
Multifamily LR (1-4),50,1006002,0,58.59999847,18.70000076,7.07,0,1006989.688,2004,18.70000076,58.59999847,62504,294842.1875,4,Low-Rise Multifamily,-122.32378,1,0.11,47.64786,1006989.688,988,9.880000114,Multifamily Housing
Multifamily LR (1-4),50,1035593,0,100.3000031,32,7.22,0,1096163.75,2009,33.79999924,106.1999969,32405,303514.8125,3,Low-Rise Multifamily,-122.36471,1,0.22,47.53347,1035592.813,0,0,Multifamily Housing
Multifamily LR (1-4),50,1443367,0,94.09999847,30,10.06,0,1516041,1985,31.5,98.90000153,63505,423026.8125,4,Low-Rise Multifamily,-122.31538,1,0.16,47.62351,1443367.75,0,0,Multifamily Housing
Multifamily LR (1-4),50,1814550,0,103.0999985,45.20000076,79.81,0,3333982.25,1997,48.90000153,111.3000031,132024,531814.1875,4,Low-Rise Multifamily,-122.32474,1,0.6,47.61099,3079143.5,1264593,12645.92969,Multifamily Housing
Multifamily LR (1-4),50,5868976,0,143,47.29999924,58.82,0,6725040.5,1990,51.20000076,155.5,131307,1720098.375,2,Low-Rise Multifamily,-122.36076,1,0.45,47.53144,6206083.5,337107,3371.070068,Multifamily Housing
Multifamily LR (1-4),51,228542,0,83.90000153,59.79999924,61.25,0,1474822.75,1947,65.19999695,89.59999847,22604,66981.70313,3,Low-Rise Multifamily,-122.35896,1,2.71,47.62584,1351808.75,1123267,11232.66992,Multifamily Housing
Multifamily LR (1-4),51,305098,0,82.09999847,52.70000076,52.79,0,1423024.125,1929,59.59999847,89.69999695,23875,89419.20313,4,Low-Rise Multifamily,-122.3098,1,2.21,47.61991,1258978.375,953880,9538.799805,Multifamily Housing
Multifamily LR (1-4),51,316978,0,88.69999695,65.59999847,101.8,0,2454397,1911,73.40000153,96.90000153,33430,92900.79688,4,Low-Rise Multifamily,-122.31183,2,3.05,47.62249,2192111.5,1875134,18751.33984,Multifamily Housing
Multifamily LR (1-4),51,698327,0,91.80000305,29.20000076,4.87,0,736286,1974,30.79999924,96.80000305,23888,204667.7969,4,Low-Rise Multifamily,-122.31246,1,0.2,47.71307,698326.625,0,0,Multifamily Housing
Multifamily LR (1-4),51,746513,0,86,43.09999847,53.12,0,1786300,1947,46.70000076,91.40000153,38264,218790.5,3,Low-Rise Multifamily,-122.26177,1,1.39,47.67928,1648774.375,902261,9022.610352,Multifamily Housing
Multifamily LR (1-4),51,942712,0,92.90000153,29.60000038,6.57,0,988143.6875,1999,31,97.40000153,40317,276293.1875,4,Low-Rise Multifamily,-122.31855,1,0.16,47.71884,942712.5,0,0,Multifamily Housing
Multifamily LR (1-4),51,982154,0,76.40000153,24.29999924,6.85,0,1056898.5,1914,26.20000076,82.19999695,40370,287852.8125,4,Low-Rise Multifamily,-122.35763,1,0.17,47.62561,982153.875,0,0,Multifamily Housing
Multifamily LR (1-4),51,1866802,0,98.80000305,31.5,13.01,0,1952345.5,1983,32.90000153,103.4000015,59301,547128.375,3,Low-Rise Multifamily,-122.35102,1,0.22,47.72376,1866802.375,0,0,Multifamily Housing
Multifamily LR (1-4),52,342094,0,96.19999695,58.59999847,48.45,0,1325284,1928,64.19999695,102.0999985,20629,100262.1016,3,Low-Rise Multifamily,-122.30762,1,2.35,47.66164,1209433.5,867339,8673.390625,Multifamily Housing
Multifamily LR (1-4),52,374028,0,106.8000031,67.40000153,60.5,0,1648163.875,1956,75.90000153,115.6999969,21708,109621.3984,2,Low-Rise Multifamily,-122.26968,2,2.79,47.53104,1464009.25,1089981,10899.80957,Multifamily Housing
Multifamily LR (1-4),52,403508,0,113.0999985,79.69999695,103.07,0,2609316.5,1949,90.80000305,125.0999985,34882,118261.5,4,Low-Rise Multifamily,-122.3645,1,2.95,47.62733,2291269.5,1887761,18877.61133,Multifamily Housing
Multifamily LR (1-4),52,612158,0,80.5,25.60000038,4.27,0,693931.375,1926,29.10000038,91.30000305,24367,179413.2969,3,Low-Rise Multifamily,-122.32169,1,0.18,47.64816,612158.1875,0,0,Multifamily Housing
Multifamily LR (1-4),52,635697,0,94.40000153,30.10000038,4.43,0,665705.875,1988,31.5,98.90000153,34270,186312.2031,4,Low-Rise Multifamily,-122.38733,1,0.13,47.63854,635697.3125,0,0,Multifamily Housing
Multifamily LR (1-4),52,702213,0,107.4000015,60.90000153,77.16,0,2200419,1930,65,116.3000031,39613,205806.9063,3,Low-Rise Multifamily,-122.32738,1,1.95,47.62542,2062909.125,1360696,13606.95996,Multifamily Housing
Multifamily LR (1-4),52,746858,0,104,33.09999847,5.21,0,851752,1928,37.79999924,118.5999985,22553,218891.5938,4,Low-Rise Multifamily,-122.31111,1,0.23,47.61833,746858.1875,0,0,Multifamily Housing
Multifamily LR (1-4),52,962915,0,100.9000015,36.29999924,17.3,0,1223965.375,2005,38.20000076,106.5,32038,282214.3125,4,Low-Rise Multifamily,-122.28815,1,0.54,47.55044,1162226.375,199311,1993.109985,Multifamily Housing
Multifamily LR (1-4),52,1037555,0,87.69999695,27.89999962,7.23,0,1110225.375,1965,29.89999962,93.90000153,39967,304090,3,Low-Rise Multifamily,-122.3706,1,0.18,47.65383,1037555.125,0,0,Multifamily Housing
Multifamily LR (1-4),52,1089106,0,93.30000305,33.70000076,20.21,0,1365032.625,2004,34.70000076,96.30000305,39331,319198.6875,4,Low-Rise Multifamily,-122.35487,1,0.51,47.67299,1326764.25,237658,2376.579834,Multifamily Housing
Multifamily LR (1-4),52,1131320,0,128.3999939,54.70000076,44.51,0,1930646.125,1967,58,136,43477,331570.8125,4,Low-Rise Multifamily,-122.3629,1,1.02,47.62526,1820814.75,689495,6894.950195,Multifamily Housing
Multifamily LR (1-4),53,315259,0,96.69999695,73.90000153,121.27,0,2910683.75,1925,84.19999695,107.4000015,34580,92397,3,Low-Rise Multifamily,-122.32287,1,3.51,47.62413,2557181.5,2241923,22419.22656,Multifamily Housing
Multifamily LR (1-4),53,658297,0,89,28.29999924,4.59,0,697870.125,1969,30,94.30000305,27878,192935.9063,4,Low-Rise Multifamily,-122.31769,1,0.16,47.62625,658297.5,0,0,Multifamily Housing
Multifamily LR (1-4),53,699677,0,89.80000305,36.59999847,22.89,0,1113171.125,1999,39.20000076,93.80000305,38270,205063.5938,4,Low-Rise Multifamily,-122.32603,1,0.6,47.65537,1038815.188,339138,3391.380127,Multifamily Housing
Multifamily LR (1-4),53,914834,0,98.30000305,32.29999924,8.64,0,1005687.125,1969,33.90000153,103.4000015,29683,268122.4063,4,Low-Rise Multifamily,-122.3175,1,0.29,47.70801,957419.6875,42586,425.8599854,Multifamily Housing
Multifamily LR (1-4),53,919048,0,123.5999985,39.40000153,6.41,0,948550.125,1986,40.59999847,127.5999985,23346,269357.6875,3,Low-Rise Multifamily,-122.34681,1,0.27,47.70455,919048.6875,0,0,Multifamily Housing
Multifamily LR (1-4),53,987987,0,102.6999969,32.70000076,6.89,0,1054259.75,1969,34.90000153,109.5999985,30216,289562.5,3,Low-Rise Multifamily,-122.28651,1,0.23,47.55609,987987.3125,0,0,Multifamily Housing
Multifamily LR (1-4),53,1122177,0,87,42.79999924,74.64,0,2523586,1925,45.29999924,93.30000305,63681,328891.4063,4,Low-Rise Multifamily,-122.328,1,1.17,47.61266,2380206.5,1258029,12580.29004,Multifamily Housing
Multifamily LR (1-4),53,1161312,0,86.30000305,27.5,8.1,0,1218827.25,1968,28.79999924,90.59999847,23705,340361.1875,4,Low-Rise Multifamily,-122.39014,1,0.34,47.65203,1161312.5,0,0,Multifamily Housing
Multifamily LR (1-4),53,1167967,0,77,24.5,8.14,0,1190355.125,2005,25,78.40000153,47658,342311.5,3,Low-Rise Multifamily,-122.33207,1,0.17,47.66112,1167967.125,0,0,Multifamily Housing
Multifamily LR (1-4),53,1842563,0,91.30000305,29.10000038,12.85,0,2022622.25,1966,31.89999962,100.3000031,63336,540024.1875,4,Low-Rise Multifamily,-122.27612,1,0.2,47.64071,1842562.75,0,0,Multifamily Housing
Multifamily LR (1-4),54,242504,0,97.59999847,70.69999695,70.29,0,1679145.75,1907,77.40000153,104.5999985,20457,71073.89844,3,Low-Rise Multifamily,-122.31852,1,3.44,47.61895,1534068.25,1291564,12915.63965,Multifamily Housing
Multifamily LR (1-4),54,510667,0,78.09999847,34.40000153,22.72,0,940553.1875,1929,37.09999847,86.69999695,25368,149667.9063,3,Low-Rise Multifamily,-122.36279,1,0.9,47.62698,871502.8125,360836,3608.359619,Multifamily Housing
Multifamily LR (1-4),54,527159,0,87.30000305,59.59999847,117.19,0,2866419,1949,64.19999695,92,44672,154501.5938,3,Low-Rise Multifamily,-122.32576,1,2.62,47.62586,2664566.5,2137407,21374.07031,Multifamily Housing
Multifamily LR (1-4),54,796351,0,89.30000305,28.39999962,5.55,0,855914.8125,1970,30.60000038,96,29222,233397.0938,4,Low-Rise Multifamily,-122.38855,1,0.19,47.65324,796351.125,0,0,Multifamily Housing
Multifamily LR (1-4),54,901015,0,91.90000153,29.29999924,6.28,0,947450.8125,1996,30.79999924,96.59999847,42048,264072.4063,4,Low-Rise Multifamily,-122.38725,1,0.15,47.57098,901015.1875,0,0,Multifamily Housing
Multifamily LR (1-4),54,1656026,0,106.6999969,34,11.54,0,1741839.75,1989,35.70000076,112.1999969,71280,485353.3125,4,Low-Rise Multifamily,-122.38678,1,0.16,47.54095,1656025.625,0,0,Multifamily Housing
Multifamily LR (1-4),54,2742019,0,82.80000305,30.60000038,57.59,0,3631240.75,1972,32.09999847,89.09999847,136752,803639.6875,2,Low-Rise Multifamily,-122.26558,1,0.42,47.67542,3466465,724446,7244.459961,Multifamily Housing
Multifamily LR (1-4),54,5844237,0,97.19999695,31.70000076,52.73,0,6525276,1964,34.09999847,104.5,191330,1712847.875,3,Low-Rise Multifamily,-122.28606,1,0.28,47.5488,6069855,225617,2256.169922,Multifamily Housing
Multifamily LR (1-4),55,855946,0,88.90000153,28.29999924,5.97,0,920951.875,1958,30.5,95.59999847,30240,250863.4063,3,Low-Rise Multifamily,-122.30419,4,0.2,47.66512,855946,0,0,Multifamily Housing
Multifamily LR (1-4),55,874707,0,96.40000153,30.70000076,6.1,0,956837.8125,1925,33.59999847,105.4000015,34800,256361.9063,3,Low-Rise Multifamily,-122.32696,1,0.18,47.62702,874707,0,0,Multifamily Housing
Multifamily LR (1-4),55,935397,0,92.69999695,29.5,6.52,0,1012951.688,1966,32,100.4000015,31682,274149.0938,4,Low-Rise Multifamily,-122.31338,1,0.21,47.64127,935396.6875,0,0,Multifamily Housing
Multifamily LR (1-4),55,1026041,0,112.8000031,35.90000153,7.15,0,1084718.5,1983,38,119.1999969,35577,300715.4063,4,Low-Rise Multifamily,-122.324,1,0.2,47.67561,1026041.125,0,0,Multifamily Housing
Multifamily LR (1-4),55,1032630,0,102.6999969,51.40000153,73.48,0,2451366.75,1988,55.29999924,108.6999969,44352,302646.5,4,Low-Rise Multifamily,-122.33174,1,1.66,47.7101,2280561,1247931,12479.31055,Multifamily Housing
Multifamily LR (1-4),55,1058385,0,85,39.40000153,57.03,0,2083151.25,2006,41.09999847,88.90000153,51405,310194.8125,4,Low-Rise Multifamily,-122.29524,1,1.11,47.56294,1993273,934888,9348.879883,Multifamily Housing
Multifamily LR (1-4),55,1123073,0,96.30000305,30.70000076,7.83,0,1180853.75,2006,32.20000076,101.1999969,42169,329153.9063,3,Low-Rise Multifamily,-122.37377,1,0.19,47.54733,1123073.25,0,0,Multifamily Housing
Multifamily LR (1-4),55,1187499,0,90.09999847,28.70000076,8.28,0,1251983.25,1965,30.20000076,95,41396,348036.1875,4,Low-Rise Multifamily,-122.32333,1,0.2,47.62464,1187499.75,0,0,Multifamily Housing
Multifamily LR (1-4),55,1299001,0,108.5,34.59999847,9.06,0,1367471,1989,36.40000153,114.1999969,44645,380715.5,4,Low-Rise Multifamily,-122.31769,1,0.2,47.71625,1299001.625,0,0,Multifamily Housing
Multifamily LR (1-4),55,1978038,0,106.8000031,37.5,30.86,0,2426149.75,1965,39.59999847,113.3000031,86835,579729.8125,3,Low-Rise Multifamily,-122.29477,1,0.36,47.72741,2299535.25,321497,3214.970459,Multifamily Housing
Multifamily LR (1-4),55,2107108,0,103.5999985,38.20000076,43.28,0,2740614,2003,39.5,107.3000031,88426,617558.125,4,Low-Rise Multifamily,-122.32065,1,0.49,47.62565133,2645481.25,538373,5383.729492,Multifamily Housing
Multifamily LR (1-4),56,168293,0,88,70.69999695,88.11,0,2037554,1904,79.80000305,97.80000305,25536,49323.80078,3,Low-Rise Multifamily,-122.31034,1,3.45,47.61538,1805138.875,1636846,16368.45996,Multifamily Housing
Multifamily LR (1-4),56,278629,0,79.09999847,52.90000153,56.63,0,1469579.125,1930,59.40000153,86.19999695,29765,81661.60156,3,Low-Rise Multifamily,-122.324,1,1.9,47.62589,1308348.5,1029719,10297.19043,Multifamily Housing
Multifamily LR (1-4),56,780295,0,88.90000153,28.29999924,5.44,0,835416.875,1985,30.29999924,95.19999695,27553,228691.2969,4,Low-Rise Multifamily,-122.38506,1,0.2,47.67115,780294.875,0,0,Multifamily Housing
Multifamily LR (1-4),56,1167109,0,99.30000305,40.79999924,39.88,0,1856761.875,2012,43,104.5999985,43210,342060.0938,4,Low-Rise Multifamily,-122.29446,1,0.92,47.56337,1764879.125,597770,5977.699707,Multifamily Housing
Multifamily LR (1-4),56,1212883,0,140.1000061,44.59999847,8.46,0,1256613.5,1990,46.20000076,145.1000061,28392,355475.8125,3,Low-Rise Multifamily,-122.30126,1,0.3,47.70647,1212883.75,0,0,Multifamily Housing
Multifamily LR (1-4),56,1232210,0,124.9000015,39.79999924,8.59,0,1318441.25,1970,42.59999847,133.6000061,30984,361140.0938,2,Low-Rise Multifamily,-122.3202,1,0.28,47.71025,1232210,0,0,Multifamily Housing
Multifamily LR (1-4),56,1364215,0,102.8000031,32.70000076,9.51,0,1446890.75,1986,34.70000076,109,56996,399828.4063,4,Low-Rise Multifamily,-122.32015,1,0.17,47.70776,1364214.75,0,0,Multifamily Housing
Multifamily LR (1-4),56,1630545,0,125,64.90000153,131.69,0,4060441,1988,67.69999695,127.5999985,63998,477885.4063,4,Senior Care Community,-122.30984,1,2.06,47.61806,3896148,2265603,22656.0293,Senior Care Community
Multifamily LR (1-4),56,1728121,0,109.5999985,34.90000153,12.05,0,1835257.125,2000,37.09999847,116.4000015,49501,506483.4063,2,Low-Rise Multifamily,-122.36822,1,0.24,47.51907,1728121.5,0,0,Multifamily Housing
Multifamily LR (1-4),56,2213421,0,141.6000061,45.09999847,15.43,0,2357469.5,1988,48,150.8000031,65103,648716.6875,4,Low-Rise Multifamily,-122.30394,1,0.24,47.66232,2213421.5,0,0,Multifamily Housing
Multifamily LR (1-4),57,314076,0,112.9000015,79.19999695,78.29,0,1957870.75,1927,88.80000305,123,22059,92050.39844,3,Low-Rise Multifamily,-122.30588,1,3.55,47.61824,1747034,1432958,14329.58008,Multifamily Housing
Multifamily LR (1-4),57,593296,0,80.19999695,25.5,4.14,0,634214.6875,2002,27.29999924,85.69999695,23236,173885.2031,4,Low-Rise Multifamily,-122.35492,1,0.18,47.68523,593296.1875,0,0,Multifamily Housing
Multifamily LR (1-4),57,733278,1,100.1999969,31.89999962,5.11,0,789667.3125,1981,34.40000153,107.9000015,28753,214911.5938,4,Low-Rise Multifamily,-122.31161,1,0.18,47.66781,733278.5,0,0,Multifamily Housing
Multifamily LR (1-4),57,743748,0,104.3000031,33.20000076,5.18,0,811901.5,1923,36.20000076,113.8000031,22400,217980.2031,3,Low-Rise Multifamily,-122.34695,1,0.23,47.61768,743748.5,0,0,Multifamily Housing
Multifamily LR (1-4),57,800626,0,106,33.70000076,5.58,0,859684.6875,1961,36.20000076,113.8000031,23727,234650.2031,4,Low-Rise Multifamily,-122.32768,1,0.24,47.62037,800626.6875,0,0,Multifamily Housing
Multifamily LR (1-4),57,922791,0,83.40000153,33.90000153,29.97,0,1437920.375,2008,35.70000076,88.09999847,40326,270454.5938,4,Low-Rise Multifamily,-122.38655,1,0.74,47.56584,1366000.125,443209,4432.090332,Multifamily Housing
Multifamily LR (1-4),57,1142232,0,129.1000061,72.80000305,122.59,0,3513515.5,1916,77.5,134.6000061,45320,334769.0938,3,Low-Rise Multifamily,-122.33241,1,2.7,47.60511,3300549.25,2158317,21583.16992,Multifamily Housing
Multifamily LR (1-4),57,1208169,0,98.80000305,31.5,8.42,0,1312808.125,1907,34.20000076,107.3000031,38407,354094,4,Low-Rise Multifamily,-122.36583,1,0.22,47.62782,1208168.75,0,0,Multifamily Housing
Multifamily LR (1-4),57,1286529,0,128.6999969,48.79999924,30.72,0,1796340.25,2014,51.70000076,137,34723,377060.1875,4,Low-Rise Multifamily,-122.34776,1,0.88,47.65889,1696024.5,409495,4094.949463,Multifamily Housing
Multifamily LR (1-4),57,2803842,0,104.9000015,39.20000076,61.86,0,3806160.25,1968,41.40000153,111.0999985,91907,821759.125,2,Low-Rise Multifamily,-122.28114,1,0.67,47.53084,3600532.5,796690,7966.899902,Multifamily Housing
Multifamily LR (1-4),57,4042957,0,87.69999695,27.89999962,28.19,0,4180752.5,1970,28.89999962,90.69999695,144779,1184923,4,Low-Rise Multifamily,-122.26401,1,0.19,47.67965,4042957.75,0,0,Multifamily Housing
Multifamily LR (1-4),58,263098,0,97.30000305,70.40000153,75.64,0,1818106.125,1908,77.40000153,104.6999969,23490,77109.70313,3,Low-Rise Multifamily,-122.3162,1,3.22,47.61894,1652833.25,1389735,13897.34961,Multifamily Housing
Multifamily LR (1-4),58,552016,0,80.40000153,25.60000038,3.85,0,577043.125,1974,26.79999924,84.09999847,21552,161786.5,3,Low-Rise Multifamily,-122.35512,1,0.18,47.71391,552015.625,0,0,Multifamily Housing
Multifamily LR (1-4),58,556154,0,94.59999847,50.90000153,50.7,0,1524409.25,1928,54,101.9000015,38041,162999.5,4,Low-Rise Multifamily,-122.32768,1,1.33,47.62185,1437780.5,881626,8816.259766,Multifamily Housing
Multifamily LR (1-4),58,813153,0,103.4000015,32.90000153,5.67,0,870433.6875,1960,35.20000076,110.6999969,20884,238321.4063,4,Low-Rise Multifamily,-122.31239,1,0.27,47.67069,813152.625,0,0,Multifamily Housing
Multifamily LR (1-4),58,879888,0,99.5,34.20000076,11.79,0,1037693.375,2007,35.90000153,103.6999969,42763,257880.4063,4,Low-Rise Multifamily,-122.38276,1,0.28,47.64823,986353.125,106465,1064.650024,Multifamily Housing
Multifamily LR (1-4),58,1084475,0,83.59999847,26.60000038,7.56,0,1127248.375,2008,27.70000076,86.90000153,52626,317841.4063,3,Low-Rise Multifamily,-122.35732,1,0.14,47.69159,1084474.875,0,0,Multifamily Housing
Multifamily LR (1-4),58,1248599,0,87.80000305,28,8.7,0,1305528.375,2000,29.20000076,91.80000305,44650,365943.4063,4,Low-Rise Multifamily,-122.32034,1,0.19,47.5998,1248599,0,0,Multifamily Housing
Multifamily LR (1-4),59,493000,0,75.59999847,24.10000038,3.44,0,493000,1963,24.10000038,75.59999847,20467,144490,4,Low-Rise Multifamily,-122.31687,1,0.17,47.59018,493000,0,0,Multifamily Housing
Multifamily LR (1-4),59,533227,0,83.69999695,26.70000076,3.72,0,569668.1875,1967,28.5,89.40000153,21168,156279.7969,4,Low-Rise Multifamily,-122.34668,1,0.18,47.62732,533226.8125,0,0,Multifamily Housing
Multifamily LR (1-4),59,615328,0,87.80000305,28,4.29,0,649165.8125,1970,29.5,92.69999695,22045,180342.2031,3,Low-Rise Multifamily,-122.31731,1,0.19,47.69522,615327.8125,0,0,Multifamily Housing
Multifamily LR (1-4),59,872326,0,89.69999695,28.60000038,6.08,0,938372.3125,1985,30.70000076,96.5,30542,255664.2031,3,Low-Rise Multifamily,-122.26408,1,0.2,47.68173,872326.375,0,0,Multifamily Housing
Multifamily LR (1-4),59,1172903,0,71.5,22.79999924,8.18,0,1250232.25,1989,24.29999924,76.19999695,51510,343758.3125,4,Low-Rise Multifamily,-122.3129,1,0.16,47.71496,1172903.375,0,0,Multifamily Housing
Multifamily LR (1-4),59,1675511,0,88.09999847,28,11.68,0,1782454.25,1984,29.79999924,93.69999695,57856,491064.0938,4,Low-Rise Multifamily,-122.3017,1,0.2,47.6657,1675510.875,0,0,Multifamily Housing
Multifamily LR (1-4),60,239864,0,94.80000305,72.09999847,89.49,0,2141038.75,1917,81.59999847,104.8000031,26246,70300.10156,4,Low-Rise Multifamily,-122.32309,1,3.41,47.61619,1893293.125,1653429,16534.29102,Multifamily Housing
Multifamily LR (1-4),60,900973,0,91.40000153,29.10000038,6.28,0,954662.8125,1986,30.89999962,96.90000153,30942,264060,3,Low-Rise Multifamily,-122.29679,1,0.2,47.73351,900973,0,0,Multifamily Housing
Multifamily LR (1-4),60,1445538,0,100.4000015,32,10.08,0,1504915.75,1959,33.29999924,104.5,45201,423663.0938,3,Low-Rise Multifamily,-122.27061,1,0.22,47.53558,1445538.625,0,0,Multifamily Housing
Multifamily LR (1-4),60,1489364,0,115.4000015,36.70000076,10.38,0,1595417,2000,39.40000153,123.5999985,40542,436507.5,2,Low-Rise Multifamily,-122.27161,1,0.26,47.52214,1489363.875,0,0,Multifamily Housing
Multifamily LR (1-4),60,1876684,0,90.40000153,28.79999924,13.08,0,2003156.25,2007,30.70000076,96.5,65161,550024.6875,4,Low-Rise Multifamily,-122.30971,1,0.2,47.59491,1876684.625,0,0,Multifamily Housing
Multifamily LR (1-4),60,2289672,0,117.8000031,48.20000076,76.67,0,3674416.5,1991,51.59999847,123.6999969,109874,671064.375,4,Low-Rise Multifamily,-122.32705,1,0.7,47.60502,3432655,1142983,11429.83008,Multifamily Housing
Multifamily LR (1-4),60,2910706,0,164.8000031,63.20000076,73.2,0,4192671.5,1910,67.80000305,177.8999939,61802,853079,4,Low-Rise Multifamily,-122.35534,1,1.18,47.63805,3906967,996261,9962.610352,Multifamily Housing
Multifamily LR (1-4),61,0,0,0,31.70000076,0,0,919767.6875,1974,33.20000076,0,37361,0,4,Low-Rise Multifamily,-122.32866,1,0,47.64272,880115.5,0,0,Multifamily Housing
Multifamily LR (1-4),61,541951,0,64.30000305,20.5,3.78,0,599879.125,1979,22.70000076,71.19999695,26472,158836.7031,4,Low-Rise Multifamily,-122.35981,1,0.14,47.62689,541950.875,0,0,Multifamily Housing
Multifamily LR (1-4),61,665165,0,83.5,31.39999962,15.22,0,939832.6875,1979,34.09999847,90.5,27533,194948.7031,4,Low-Rise Multifamily,-122.35029,1,0.55,47.65246,864420.875,199256,1992.560059,Multifamily Housing
Multifamily LR (1-4),61,673030,0,93.30000305,29.70000076,4.69,0,709814.125,1987,31.29999924,98.40000153,22646,197253.7969,3,Low-Rise Multifamily,-122.31519,1,0.21,47.72641,673030,0,0,Multifamily Housing
Multifamily LR (1-4),61,675447,0,81.69999695,26,4.71,0,720035.625,1968,27.70000076,87.09999847,25959,197962.0938,4,Low-Rise Multifamily,-122.39162,1,0.18,47.65273,675446.875,0,0,Multifamily Housing
Multifamily LR (1-4),61,677642,0,105.5999985,33.59999847,4.72,0,729623,1961,36.20000076,113.6999969,20144,198605.5,2,Low-Rise Multifamily,-122.28915,1,0.23,47.68149,677642.125,0,0,Multifamily Housing
Multifamily LR (1-4),61,684941,0,89.69999695,28.60000038,4.77,0,740745.6875,1925,30.89999962,97,23989,200744.7969,3,Low-Rise Multifamily,-122.35321,1,0.2,47.618,684941.375,0,0,Multifamily Housing
Multifamily LR (1-4),61,727691,0,80.5,37.90000153,41.65,0,1485151.5,2009,39.79999924,85.30000305,37361,213274.0938,3,Low-Rise Multifamily,-122.28269,1,1.11,47.53223,1416470.25,688779,6887.790039,Multifamily Housing
Multifamily LR (1-4),61,919910,0,93.40000153,29.70000076,6.41,0,919909.6875,1974,29.70000076,93.40000153,35333,269610.0938,3,Low-Rise Multifamily,-122.29767,1,0.18,47.7177,919909.6875,0,0,Multifamily Housing
Multifamily LR (1-4),61,980773,0,68.09999847,21.70000076,6.84,0,1044154.875,1985,23.10000038,72.5,45235,287448.1875,3,Low-Rise Multifamily,-122.31972,1,0.15,47.64079,980773.375,0,0,Multifamily Housing
Multifamily LR (1-4),61,1073329,0,98,31.20000076,7.48,0,1124107.75,2000,32.70000076,102.6999969,35837,314574.5938,4,Low-Rise Multifamily,-122.35094,1,0.21,47.69086,1073328.625,0,0,Multifamily Housing
Multifamily LR (1-4),61,1222195,0,78.69999695,33.29999924,46.72,0,1979588.75,2002,33.90000153,79.40000153,58359,358205,4,Low-Rise Multifamily,-122.3473,1,0.8,47.62698,1941363.5,719168,7191.680176,Multifamily Housing
Multifamily LR (1-4),61,1237253,0,103.8000031,33.09999847,8.63,0,1237252.75,2013,33.09999847,103.8000031,49970,362618,4,Low-Rise Multifamily,-122.35521,1,0.17,47.70656,1237252.75,0,0,Multifamily Housing
Multifamily LR (1-4),61,2467967,0,89.59999847,29.70000076,25.11,0,2774815,1979,31.39999962,95.90000153,102298,723319.875,3,Low-Rise Multifamily,-122.32766,1,0.25,47.71122,2616816.75,148849,1488.489868,Multifamily Housing
Multifamily LR (1-4),61,3540065,0,81.30000305,28.10000038,50.55,0,4210997,1978,29.39999962,85.30000305,135955,1037533.813,3,Low-Rise Multifamily,-122.32479,1,0.37,47.71103,4027134.75,487069,4870.689453,Multifamily Housing
Multifamily LR (1-4),61,4605827,0,100,32.5,39.57,0,5045478.5,1988,34.5,106.6999969,298714,1349890.75,3,Low-Rise Multifamily,-122.34509,1,0.13,47.53212,4746244.5,140416,1404.163208,Multifamily Housing
Multifamily LR (1-4),62,467994,0,95.5,39.40000153,16.16,0,770477.1875,1920,42.70000076,104.8000031,24084,137161.2031,3,Low-Rise Multifamily,-122.30907,1,0.67,47.61867,710825.1875,242831,2428.310059,Multifamily Housing
Multifamily LR (1-4),62,642173,0,66.90000153,29.79999924,29.84,0,1204152.25,2000,32,70,37619,188210.2031,3,Low-Rise Multifamily,-122.35596,1,0.79,47.62563,1119640.25,477467,4774.67041,Multifamily Housing
Multifamily LR (1-4),62,652990,0,84.40000153,26.89999962,4.55,0,697151.375,1968,28.70000076,90.09999847,24288,191380.2969,4,Low-Rise Multifamily,-122.31785,1,0.19,47.68037,652989.8125,0,0,Multifamily Housing
