BuildingType,ENERGYSTARScore,Electricity(kBtu),DefaultData,SourceEUI(kBtu/sf),SiteEUI(kBtu/sf),TotalGHGEmissions,SteamUse(kBtu),SiteEnergyUseWN(kBtu),YearBuilt,SiteEUIWN(kBtu/sf),SourceEUIWN(kBtu/sf),PropertyGFATotal,Electricity(kWh),NumberofFloors,PrimaryPropertyType,Longitude,NumberofBuildings,GHGEmissionsIntensity,Latitude,SiteEnergyUse(kBtu),NaturalGas(kBtu),NaturalGas(therms),LargestPropertyUseType
Multifamily MR (5-9),75,820599,0,82.30000305,29.60000038,14.81,0,1052068.5,1994,31.39999962,87.30000305,31027,240503.7969,6,Mid-Rise Multifamily,-122.38462,1,0.48,47.59431,991759.125,171160,1711.599976,Multifamily Housing
Multifamily MR (5-9),75,840618,0,107.8000031,58.59999847,79.58,0,2386365.75,1929,62.79999924,112.1999969,30180,246370.9063,5,Mid-Rise Multifamily,-122.33518,1,2.64,47.61631,2228675.5,1388058,13880.58008,Multifamily Housing
Multifamily MR (5-9),75,849497,0,138.1999969,90.90000153,161.39,0,4017640.5,1914,96.69999695,144.3000031,34848,248973.4063,6,Mid-Rise Multifamily,-122.326,1,4.63,47.59968,3776768.25,2927271,29272.70898,Multifamily Housing
Multifamily MR (5-9),75,941689,0,120.5999985,38.40000153,6.56,0,941688.875,2001,38.40000153,120.5999985,23286,275993.1875,5,Mid-Rise Multifamily,-122.30297,1,0.28,47.59985,941688.875,0,0,Multifamily Housing
Multifamily MR (5-9),75,967433,0,58.59999847,18.70000076,6.74,0,967432.8125,2003,18.70000076,58.59999847,62876,283538.3125,5,Mid-Rise Multifamily,-122.39992,1,0.11,47.64036,967432.8125,0,0,Multifamily Housing
Multifamily MR (5-9),75,977207,0,122.6999969,43.70000076,16.72,0,1205873.25,2008,45.29999924,126.1999969,27468,286402.9063,6,Mid-Rise Multifamily,-122.31755,1,0.61,47.61388,1163748.875,186542,1865.4198,Multifamily Housing
Multifamily MR (5-9),75,1025466,0,97,44.5,53.52,0,2000765.625,2005,46.90000153,101.5,57700,300546.8125,6,Mid-Rise Multifamily,-122.31556,1,0.93,47.6634,1898509.75,873044,8730.44043,Multifamily Housing
Multifamily MR (5-9),75,1035045,0,89.19999695,28.39999962,7.22,0,1136007.75,1900,31.20000076,97.90000153,48092,303354.3125,5,Mid-Rise Multifamily,-122.33459,1,0.15,47.59942,1035044.875,0,0,Multifamily Housing
Multifamily MR (5-9),75,1038045,0,89.40000153,28.5,7.24,0,1077027.75,2006,29.5,92.69999695,46951,304233.5938,6,Mid-Rise Multifamily,-122.32354,1,0.15,47.59739,1038045.313,0,0,Multifamily Housing
Multifamily MR (5-9),75,1044220,0,105.5999985,33.59999847,7.28,0,1091417.25,1991,35.09999847,110.4000015,41834,306043.5,6,Mid-Rise Multifamily,-122.34188,1,0.17,47.61496,1044220.625,0,0,Multifamily Housing
Multifamily MR (5-9),75,1048835,0,90.5,39.09999847,43.57,0,1845625.25,2003,41.59999847,94.59999847,40791,307395.8125,8,Mid-Rise Multifamily,-122.38652,1,1.07,47.55694,1731455.75,682621,6826.209961,Multifamily Housing
Multifamily MR (5-9),75,1060063,0,176.3999939,71.09999847,33.26,0,1575380.75,2004,72.40000153,180.5,26583,310686.5938,5,Mid-Rise Multifamily,-122.29468,1,1.25,47.599,1547116,487053,4870.530762,Multifamily Housing
Multifamily MR (5-9),75,1083156,0,196.1999969,62.5,7.55,0,1137640.75,2000,65.59999847,206.1000061,34582,317455,6,Mid-Rise Multifamily,-122.37565,1,0.22,47.64154,1083156.5,0,0,Multifamily Housing
Multifamily MR (5-9),75,1102237,0,78.09999847,46.29999924,141.88,0,3816874,2005,48.70000076,81.09999847,67590,323047.1875,5,Mid-Rise Multifamily,-122.32468,1,2.1,47.59987,3629002.5,2526765,25267.65234,Multifamily Housing
Multifamily MR (5-9),75,1133513,0,67.40000153,42.29999924,178.97,0,4423813.5,2009,42.90000153,68.59999847,142586,332213.6875,7,Mid-Rise Multifamily,-122.31373,1,1.26,47.61308,4354499,3220986,32209.85938,Multifamily Housing
Multifamily MR (5-9),75,1176032,0,183.3000031,58.40000153,8.2,0,1176032.125,2008,58.40000153,183.3000031,35746,344675.3125,6,Mid-Rise Multifamily,-122.32159,1,0.23,47.65058,1176032.125,0,0,Multifamily Housing
Multifamily MR (5-9),75,1180845,0,91.09999847,37.09999847,38.97,0,1842865.875,1908,38.90000153,95,53232,346086,5,Mid-Rise Multifamily,-122.32875,1,0.73,47.61378,1759518.5,578673,5786.730469,Multifamily Housing
Multifamily MR (5-9),75,1185506,0,137.6999969,72.59999847,100.71,0,3061112.5,2002,76,141,41359,347451.8125,6,Mid-Rise Multifamily,-122.35571,1,2.44,47.61838,2926089.5,1740584,17405.83984,Multifamily Housing
Multifamily MR (5-9),75,1193396,0,67.5,27,36.28,0,1788246.625,2010,28.10000038,70.30000305,78005,349764.5,6,Mid-Rise Multifamily,-122.29456,1,0.47,47.57298,1719814.625,526418,5264.180176,Multifamily Housing
Multifamily MR (5-9),75,1204384,0,98.30000305,35.90000153,23.82,0,1534880.625,2002,36.90000153,100.9000015,34080,352984.6875,8,Mid-Rise Multifamily,-122.34461,1,0.7,47.61361,1494727,290343,2903.429932,Multifamily Housing
Multifamily MR (5-9),75,1211947,0,101.6999969,32.40000153,8.45,0,1263695.75,1989,33.79999924,106.0999985,44839,355201.4063,6,Mid-Rise Multifamily,-122.34145,1,0.19,47.63374,1211947.375,0,0,Multifamily Housing
Multifamily MR (5-9),75,1263822,0,165.3999939,93.80000305,138.03,0,3848387.25,2009,97.59999847,169.5,40329,370405,7,Mid-Rise Multifamily,-122.34973,1,3.42,47.61612,3696784.75,2432963,24329.62891,Multifamily Housing
Multifamily MR (5-9),75,1333798,0,96,44.20000076,70.39,0,2637673,1998,46.90000153,101,69272,390913.6875,7,Mid-Rise Multifamily,-122.3272,1,1.02,47.6139,2484007.75,1150210,11502.10059,Multifamily Housing
Multifamily MR (5-9),75,1353079,0,112.3000031,35.79999924,9.43,0,1441046.875,1985,38.09999847,119.6999969,38430,396564.9063,5,Mid-Rise Multifamily,-122.2765,1,0.25,47.63716,1353079.5,0,0,Multifamily Housing
Multifamily MR (5-9),75,1386983,0,107.5,34.20000076,9.67,0,1452420.25,1989,35.79999924,112.5999985,50028,406501.5,5,Mid-Rise Multifamily,-122.3557,1,0.19,47.69397,1386983.375,0,0,Multifamily Housing
Multifamily MR (5-9),75,1388766,0,221.3999939,126.4000015,155.47,0,4133811,1927,126.4000015,221.3999939,39493,407024,5,Mid-Rise Multifamily,-122.32544,1,3.94,47.59801,4133811,2745045,27450.44922,Multifamily Housing
Multifamily MR (5-9),75,1512202,0,149.6000061,60.40000153,47.84,0,2316515.5,2000,63.20000076,156.3999939,36676,443201.0938,6,Mid-Rise Multifamily,-122.34609,1,1.3,47.61396,2214469.5,702267,7022.67041,Multifamily Housing
Multifamily MR (5-9),75,1526362,0,129.1000061,51.5,45.81,0,2212710.5,2010,52.09999847,130.8999939,54550,447351.0938,8,Mid-Rise Multifamily,-122.3466,1,0.84,47.61305,2188559,662197,6621.970215,Multifamily Housing
Multifamily MR (5-9),75,1527124,0,106.9000015,34,10.65,0,1617978.125,2002,36.09999847,113.3000031,57756,447574.5,5,Mid-Rise Multifamily,-122.30045,1,0.18,47.70928,1527124.25,0,0,Multifamily Housing
Multifamily MR (5-9),75,1527695,0,133.3000031,42.5,10.65,0,1677473.625,1982,46.59999847,146.3999939,124260,447741.9063,5,Other,-122.3414,1,0.09,47.60791,1527695.5,0,0,Parking
Multifamily MR (5-9),75,1563834,0,87.90000153,28,10.9,0,1606594.875,2001,28.79999924,90.30000305,65867,458333.5,6,Mid-Rise Multifamily,-122.31726,1,0.17,47.61625,1563834.25,0,0,Multifamily Housing
Multifamily MR (5-9),75,1570758,0,110.8000031,35.29999924,10.95,0,1643720.375,1998,36.90000153,115.9000015,71597,460362.8125,6,Mid-Rise Multifamily,-122.30682,1,0.15,47.61727,1570758.25,0,0,Multifamily Housing
Multifamily MR (5-9),75,1573248,0,121,53,68.98,0,2756073.25,2013,54.79999924,122.9000015,51287,461092.5938,7,Mid-Rise Multifamily,-122.38115,1,1.34,47.66925,2665558.25,1092310,10923.10156,Multifamily Housing
Multifamily MR (5-9),75,1576289,0,95,40.70000076,63.68,0,2784970.5,1928,44.20000076,104.5999985,63837,461983.8125,8,Mid-Rise Multifamily,-122.31394,1,1,47.65964,2568377.75,992089,9920.889648,Multifamily Housing
Multifamily MR (5-9),75,1620983,0,102.0999985,32.79999924,12.19,0,1691635.25,2001,33.79999924,105.5,80592,475082.8125,6,Mid-Rise Multifamily,-122.35849,1,0.15,47.62145,1637794.75,16812,168.1199951,Multifamily Housing
Multifamily MR (5-9),75,1649324,0,107.3000031,35,14.84,0,1722549.5,1999,35.20000076,107.5,92841,483389.0938,6,Mid-Rise Multifamily,-122.33338,1,0.16,47.62374,1712279.875,62956,629.5599976,Multifamily Housing
Multifamily MR (5-9),75,1702602,0,203.5,127.0999985,264.43,0,6853384.5,1909,134.8999939,212.5,55882,499004.0938,8,Mid-Rise Multifamily,-122.34075,1,4.73,47.61094,6458021.5,4755419,47554.19141,Multifamily Housing
Multifamily MR (5-9),75,1702831,0,153.6000061,56.29999924,34.16,0,2165220.75,1914,57.5,157.3999939,39528,499071.1875,5,Mid-Rise Multifamily,-122.34184,1,0.86,47.61033,2122581.25,419750,4197.5,Multifamily Housing
Multifamily MR (5-9),75,1747488,0,108.9000015,34.70000076,12.18,0,1888622.25,2001,37.5,117.6999969,79402,512159.3125,6,Mid-Rise Multifamily,-122.33261,1,0.15,47.62444,1747487.75,0,0,Multifamily Housing
Multifamily MR (5-9),75,1793091,0,95.90000153,40.29999924,67.24,0,2925521,2008,41.79999924,99.40000153,97490,525524.875,7,Mid-Rise Multifamily,-122.32808,1,0.69,47.60728,2823792.25,1030701,10307.00977,Multifamily Housing
Multifamily MR (5-9),75,1824054,0,96.19999695,30.60000038,12.72,0,1922522.25,1928,32.29999924,101.4000015,82776,534599.6875,5,Mid-Rise Multifamily,-122.32454,1,0.15,47.61136,1824054.5,0,0,Multifamily Housing
Multifamily MR (5-9),75,1827817,0,98.80000305,31.5,12.74,0,1948197.125,1914,33.5,105.3000031,62607,535702.625,6,Mid-Rise Multifamily,-122.34779,1,0.2,47.61263,1827817.25,0,0,Multifamily Housing
Multifamily MR (5-9),75,1833204,0,140.3999939,79.59999847,200.3,0,5821140.5,2012,86.40000153,147.5,67403,537281.375,7,Mid-Rise Multifamily,-122.3339,1,2.97,47.61562,5364026,3530822,35308.21875,Multifamily Housing
Multifamily MR (5-9),75,1839619,0,126.9000015,52.79999924,66.1,0,3097956.5,1974,57.59999847,136.3999939,53820,539161.375,9,Mid-Rise Multifamily,-122.35859,1,1.23,47.62936,2842760,1003141,10031.41016,Multifamily Housing
Multifamily MR (5-9),75,1880605,0,95.90000153,40.70000076,73.14,0,3115747.5,2007,42.09999847,97.40000153,128571,551173.6875,8,Mid-Rise Multifamily,-122.37802,1,0.57,47.669,3010890,1130285,11302.85059,Multifamily Housing
Multifamily MR (5-9),75,1898210,0,89.19999695,28.39999962,13.23,0,1972025.25,2002,29.5,92.59999847,66849,556333.5,7,Mid-Rise Multifamily,-122.32412,1,0.2,47.59696,1898210.25,0,0,Multifamily Housing
Multifamily MR (5-9),75,1966947,0,0,55.59999847,13.71,0,6284895.5,2002,58.5,0,228288,576479.3125,5,Mid-Rise Multifamily,-122.32283,1,0.06,47.59625,5974993.5,0,0,Multifamily Housing
Multifamily MR (5-9),75,2015117,0,97.59999847,31.10000038,14.05,0,2092219,1994,32.29999924,101.3000031,97517,590597,6,Mid-Rise Multifamily,-122.34738,1,0.14,47.61205,2015117.25,0,0,Multifamily Housing
Multifamily MR (5-9),75,2022991,0,84,26.70000076,14.1,0,2101574.75,2001,27.79999924,87.30000305,108066,592904.625,6,Mid-Rise Multifamily,-122.38723,1,0.13,47.55856,2022990.625,0,0,Multifamily Housing
Multifamily MR (5-9),75,2120454,0,83.40000153,38.59999847,113.91,0,4185857.75,1993,40.5,86.5,140049,621469.375,6,Mid-Rise Multifamily,-122.33134,1,0.81,47.61783,3986982.75,1866529,18665.28906,Multifamily Housing
Multifamily MR (5-9),75,2194730,0,148.3999939,89.80000305,303.36,0,7961096,1915,93.80000305,153.1999969,150374,643238.6875,6,Mid-Rise Multifamily,-122.32544,1,2.02,47.59886,7618626.5,5423896,54238.95703,Multifamily Housing
Multifamily MR (5-9),75,2273804,0,117.5,41.29999924,35.65,0,2774286.5,1998,43.29999924,121.6999969,74162,666413.875,7,Mid-Rise Multifamily,-122.34632,1,0.48,47.61758,2646523.5,372719,3727.189941,Multifamily Housing
Multifamily MR (5-9),75,2280976,0,101,32.20000076,15.9,0,2344234.25,2000,33.09999847,103.8000031,98486,668515.875,6,Mid-Rise Multifamily,-122.35561,1,0.16,47.692,2280976.5,0,0,Multifamily Housing
Multifamily MR (5-9),75,2338238,0,111.5,35.5,16.3,0,2430993.25,2006,36.90000153,116,65826,685298.3125,6,Mid-Rise Multifamily,-122.31558,1,0.25,47.6646,2338238,0,0,Multifamily Housing
Multifamily MR (5-9),75,2390109,0,109.4000015,38.79999924,39.57,0,2896491,1999,39.79999924,111.5999985,72763,700500.875,7,Mid-Rise Multifamily,-122.35701,1,0.54,47.62181,2821489.25,431380,4313.800293,Multifamily Housing
Multifamily MR (5-9),75,2458760,0,151.5,48.20000076,17.14,0,2609737,1901,51.20000076,160.8000031,70850,720621.375,6,Mid-Rise Multifamily,-122.3425,1,0.24,47.61064,2458760.5,0,0,Multifamily Housing
Multifamily MR (5-9),75,2495230,0,80.80000305,27.29999924,30.13,0,2735056,2003,27.29999924,80.80000305,125774,731310.1875,6,Mid-Rise Multifamily,-122.32427,1,0.24,47.67946,2735056,239825,2398.25,Multifamily Housing
Multifamily MR (5-9),75,2536760,0,90.40000153,28.79999924,17.68,0,2627013,2001,29.79999924,93.59999847,57775,743481.875,6,Mid-Rise Multifamily,-122.29477,1,0.31,47.71951,2536760.75,0,0,Multifamily Housing
Multifamily MR (5-9),75,2588053,0,173.3999939,87.69999695,190.05,0,5871374,1983,88.30000305,174.1000061,66460,758514.8125,5,Mixed Use Property,-122.34107,1,2.86,47.60947,5826745,3238692,32386.91992,Multifamily Housing
Multifamily MR (5-9),75,2815734,0,112.3000031,42,62.83,0,3859690.5,1990,44.70000076,118.4000015,130983,825244.3125,7,Mid-Rise Multifamily,-122.34637,1,0.48,47.64943,3629065.75,813332,8133.319336,Multifamily Housing
Multifamily MR (5-9),75,2828591,1,89.40000153,28.5,19.72,0,2991078.5,1969,30.10000038,94.5,99372,829012.5,5,Mid-Rise Multifamily,-122.34832,1,0.2,47.7256,2828591,0,0,Multifamily Housing
Multifamily MR (5-9),75,2872870,0,152.6999969,49.09999847,22.53,0,2990623.25,2005,50.29999924,156,106524,841990.125,6,Mid-Rise Multifamily,-122.3249,1,0.21,47.63361,2919980.75,47110,471.1036682,Multifamily Housing
Multifamily MR (5-9),75,3198769,0,101.8000031,45.79999924,155.54,0,5932130,2007,47.59999847,105.3000031,145812,937505.6875,6,Mid-Rise Multifamily,-122.3201913,1,1.07,47.62379405,5707529.5,2508760,25087.59961,Multifamily Housing
Multifamily MR (5-9),75,3217957,0,105.3000031,34.59999847,30.78,0,3557937.5,1998,36.5,110.0999985,139301,943129.3125,8,Mid-Rise Multifamily,-122.3489,1,0.22,47.61386,3375091.5,157134,1571.339966,Multifamily Housing
Multifamily MR (5-9),75,3422619,0,84.90000153,28.20000076,35.43,0,3743815.75,2012,29,87.5,174654,1003112.313,6,Mid-Rise Multifamily,-122.30796,1,0.2,47.61687,3640395.5,217776,2177.76001,Multifamily Housing
Multifamily MR (5-9),75,3569158,0,217.1999969,94.40000153,151.91,0,6056928.5,1901,95.90000153,222,132150,1046060.313,6,Mid-Rise Multifamily,-122.34057,1,1.15,47.60819,5960927.5,2391769,23917.69141,Multifamily Housing
Multifamily MR (5-9),75,3630201,0,80.40000153,26.79999924,39.49,0,4052458.75,2008,27.89999962,82.90000153,145350,1063951,6,Mid-Rise Multifamily,-122.31807,1,0.27,47.65972,3897250.25,267049,2670.48999,Multifamily Housing
Multifamily MR (5-9),75,3672015,0,96.40000153,54.59999847,399.73,0,11756168,1910,59.90000153,103.9000015,142510,1076206,9,Mid-Rise Multifamily,-122.3285,1,2.8,47.59982,10716391,7044376,70443.75781,Multifamily Housing
Multifamily MR (5-9),75,3786865,0,97,43.29999924,178.46,0,7297443,2008,47.5,104.3000031,193691,1109866.75,6,Mid-Rise Multifamily,-122.29584,1,0.92,47.72235,6649938,2863072,28630.72266,Multifamily Housing
Multifamily MR (5-9),75,4007228,0,94.30000305,48.5,312.6,0,9608193,2005,49.79999924,96.80000305,289471,1174451.375,7,Mid-Rise Multifamily,-122.29047,1,1.08,47.57059,9367205,5359977,53599.76563,Multifamily Housing
Multifamily MR (5-9),75,4059424,0,76.09999847,24.20000076,28.3,0,4237046,1909,25.29999924,79.5,201656,1189749.25,6,Mid-Rise Multifamily,-122.33369,1,0.14,47.59731,4059424.75,0,0,Multifamily Housing
Multifamily MR (5-9),75,4116369,0,122.4000015,39,28.7,0,4320904,1991,40.90000153,128.5,163699,1206438.625,5,Mixed Use Property,-122.38371,1,0.18,47.56028,4116369,0,0,Multifamily Housing
Multifamily MR (5-9),75,5502627,0,175.3999939,79.90000153,279.35,0,10442680,2003,83.09999847,178.8000031,116947,1612727.625,7,Mid-Rise Multifamily,-122.34153,1,2.39,47.61316,10040121,4537494,45374.94141,Multifamily Housing
Multifamily MR (5-9),75,5702076,0,143.8000031,45.79999924,39.75,0,5804194,2008,46.59999847,146.3000031,124642,1671183,7,Mid-Rise Multifamily,-122.32434,1,0.32,47.70279,5702077,0,0,Multifamily Housing
Multifamily MR (5-9),75,6666981,0,100,36.09999847,122.7,0,8699857,2009,38.79999924,105.0999985,436301,1953980.25,6,Mid-Rise Multifamily,-122.321487,1,0.28,47.623695,8102125.5,1435144,14351.43945,Multifamily Housing
Multifamily MR (5-9),75,8898784,0,175.8999939,64.19999695,173.23,0,11124158,2008,64.90000153,176.6999969,614114,2608084.5,5,Mixed Use Property,-122.32256,1,0.28,47.70833,10992344,2093559,20935.5918,Parking
Multifamily MR (5-9),76,830286,0,72.09999847,23,5.79,0,873461.875,1973,24.10000038,75.80000305,36178,243343,5,Mid-Rise Multifamily,-122.38887,1,0.16,47.6513,830286.5,0,0,Multifamily Housing
Multifamily MR (5-9),76,1071104,0,82.80000305,26.39999962,7.47,0,1123312.75,1966,27.70000076,86.90000153,46351,313922.5,6,Mid-Rise Multifamily,-122.32768,1,0.16,47.62487,1071103.75,0,0,Multifamily Housing
Multifamily MR (5-9),76,1224642,0,90.80000305,28.89999962,8.54,0,1293436.625,1987,30.60000038,95.90000153,42331,358922.0938,5,Mid-Rise Multifamily,-122.32301,1,0.2,47.61152,1224642.5,0,0,Multifamily Housing
Multifamily MR (5-9),76,1234813,0,96.90000153,30.79999924,8.61,0,1318966.375,1905,33,103.5,50120,361903,7,Mid-Rise Multifamily,-122.3338,1,0.17,47.59946,1234813.25,0,0,Multifamily Housing
Multifamily MR (5-9),76,1395581,0,82.5,26.29999924,9.73,0,1529598.25,1979,28.79999924,90.5,53088,409021.5,5,Mid-Rise Multifamily,-122.32283,1,0.18,47.70009,1395581.625,0,0,Multifamily Housing
Multifamily MR (5-9),76,1568551,0,98.19999695,31.29999924,10.93,0,1627547.625,2008,32.40000153,101.8000031,75638,459715.9063,6,Mid-Rise Multifamily,-122.37717,1,0.14,47.6677,1568550.75,0,0,Multifamily Housing
Multifamily MR (5-9),76,1739495,0,95,31.70000076,19.04,0,1956928.25,1997,33.20000076,99.19999695,73830,509816.9063,7,Mid-Rise Multifamily,-122.32714,1,0.26,47.61609,1869730.5,130235,1302.349976,Multifamily Housing
Multifamily MR (5-9),76,1827863,0,109.8000031,50.09999847,93.31,0,3496647.25,2014,52.40000153,115.6999969,103100,535715.875,7,Mid-Rise Multifamily,-122.31795,1,0.91,47.61499,3344833,1516970,15169.7002,Multifamily Housing
Multifamily MR (5-9),76,2180926,0,103.5,38.90000153,49.58,0,3050131,1969,41.90000153,112.5999985,72716,639192.875,7,Mid-Rise Multifamily,-122.3098,1,0.68,47.61672,2828098.5,647172,6471.720215,Multifamily Housing
Multifamily MR (5-9),76,2506927,0,86,27.39999962,17.48,0,2728342.5,1979,29.79999924,93.59999847,91560,734738.3125,5,Mid-Rise Multifamily,-122.26481,1,0.19,47.68195,2506927.5,0,0,Multifamily Housing
Multifamily MR (5-9),76,4887650,0,110.4000015,51,261.09,0,9526555,2001,53,114,320739,1432488.25,5,Mid-Rise Multifamily,-122.29316,3,0.81,47.72226,9162048,4274397,42743.97266,Multifamily Housing
Multifamily MR (5-9),77,442864,0,73.40000153,52.90000153,125.42,0,3130401.5,1925,60.29999924,81.19999695,51900,129796.1016,5,Mid-Rise Multifamily,-122.32594,1,2.42,47.60973,2746152,2303288,23032.87891,Multifamily Housing
Multifamily MR (5-9),77,911089,0,72.90000153,23.20000076,6.35,0,979190,1965,25,78.40000153,39226,267024.8125,5,Mid-Rise Multifamily,-122.32257,1,0.16,47.61932,911088.8125,0,0,Multifamily Housing
Multifamily MR (5-9),77,1415395,0,94.59999847,31.5,15.35,0,1597658.5,1999,33.20000076,98.30000305,48150,414828.6875,6,Mid-Rise Multifamily,-122.35713,1,0.32,47.61934,1518548.75,103153,1031.529907,Multifamily Housing
Multifamily MR (5-9),77,1497863,0,83.80000305,26.70000076,10.44,0,1614788.25,1958,28.79999924,90.30000305,56144,438998.5938,6,Mid-Rise Multifamily,-122.32456,1,0.19,47.64676,1497863.375,0,0,Multifamily Housing
Multifamily MR (5-9),77,1544388,0,107,34.09999847,10.77,0,1652666.75,1991,36.5,114.5,54360,452634.3125,5,Mid-Rise Multifamily,-122.34305,1,0.2,47.63282,1544388.5,0,0,Multifamily Housing
Multifamily MR (5-9),77,1884194,0,110.5999985,35.20000076,13.14,0,2024001.75,1970,37.79999924,118.8000031,71827,552225.8125,9,Mid-Rise Multifamily,-122.31702,1,0.18,47.65769,1884194.625,0,0,Multifamily Housing
Multifamily MR (5-9),77,3527676,0,103.5999985,35.5,46.75,0,4305973,1969,38.70000076,112.0999985,139530,1033902.813,7,Mid-Rise Multifamily,-122.29978,1,0.34,47.58421,3944933.5,417257,4172.569824,Multifamily Housing
Multifamily MR (5-9),77,6518153,0,61.09999847,26.20000076,262.98,0,10984338,2010,27.10000038,63.40000153,387971,1910361.5,7,Mid-Rise Multifamily,-122.27984,1,0.68,47.53691,10614234,4096080,40960.79688,Multifamily Housing
Multifamily MR (5-9),78,416367,0,114,82.5,119.99,0,2944557.75,1926,92.69999695,124.6999969,33279,122030.2031,6,Mid-Rise Multifamily,-122.32478,1,3.61,47.61759,2621041,2204674,22046.73828,Multifamily Housing
Multifamily MR (5-9),79,772379,0,72.5,23.10000038,5.38,0,822834.375,1973,24.60000038,77.19999695,33466,226371.4063,5,Mid-Rise Multifamily,-122.38881,1,0.16,47.65115,772379.3125,0,0,Multifamily Housing
Multifamily MR (5-9),79,1167039,0,105.0999985,43.59999847,41.51,0,1820555.5,2004,44.20000076,105.6999969,41149,342039.5,6,Mid-Rise Multifamily,-122.29484,1,1.01,47.71816,1795462.75,628424,6284.240234,Multifamily Housing
Multifamily MR (5-9),79,1300780,0,88.40000153,35.20000076,39.1,0,1949812.875,2007,36.79999924,92.59999847,83270,381236.8125,6,Mid-Rise Multifamily,-122.35446,1,0.47,47.6191,1866283.125,565503,5655.030273,Multifamily Housing
Multifamily MR (5-9),79,1378446,0,106.9000015,40.5,32.51,0,1930204.25,1992,43.20000076,112.9000015,44715,403999.3125,5,Mid-Rise Multifamily,-122.32482,1,0.73,47.61803,1809586.75,431141,4311.410156,Multifamily Housing
Multifamily MR (5-9),79,1474155,0,91.80000305,29.60000038,11.71,0,1545004.5,2007,30.39999962,94.5,50749,432050,5,Mid-Rise Multifamily,-122.31641,1,0.23,47.61323,1501111.75,26957,269.5700073,Multifamily Housing
Multifamily MR (5-9),79,2367503,0,106,42.20000076,70.46,0,3611483.5,2000,45,111.1999969,79684,693875.3125,6,Mid-Rise Multifamily,-122.33078,1,0.88,47.61896,3383356.75,1015854,10158.54004,Multifamily Housing
Multifamily MR (5-9),79,7779214,0,89.59999847,29.60000038,78.36,0,8561209,1998,30.79999924,93.09999847,328947,2279957.25,6,Mid-Rise Multifamily,-122.34512,1,0.24,47.6165,8233527.5,454313,4543.129883,Multifamily Housing
Multifamily MR (5-9),80,600368,0,88.5,28.20000076,4.19,0,629184.6875,1991,29.5,92.80000305,21294,175957.7969,5,Mid-Rise Multifamily,-122.37474,1,0.2,47.5643,600368,0,0,Multifamily Housing
Multifamily MR (5-9),80,678975,1,93.90000153,54.90000153,82.93,0,2303810.5,1901,58.79999924,99.5,40109,198996.0938,6,Mid-Rise Multifamily,-122.34055,1,2.07,47.6119,2151376.5,1472402,14724.02051,Multifamily Housing
Multifamily MR (5-9),80,843623,0,66.40000153,21.10000038,5.88,0,883023.375,1970,22.10000038,69.5,39900,247251.7031,5,Mid-Rise Multifamily,-122.39078,1,0.15,47.65295,843622.875,0,0,Multifamily Housing
Multifamily MR (5-9),80,967082,0,95.59999847,30.5,6.74,0,967082,1986,30.5,95.59999847,42189,283435.5,5,Mid-Rise Multifamily,-122.32052,1,0.16,47.66001,967082,0,0,Multifamily Housing
Multifamily MR (5-9),80,3934921,0,94.59999847,30.70000076,32.99,0,4237653.5,1995,32.20000076,99.19999695,131732,1153259.5,6,Mid-Rise Multifamily,-122.34266,3,0.25,47.63491,4039667,104745,1047.449951,Multifamily Housing
Multifamily MR (5-9),80,5406257,0,98.40000153,42.20000076,218.99,0,9291482,2004,44.5,102.6999969,193946,1584483.25,7,Mid-Rise Multifamily,-122.2916,1,1.13,47.57108,8819864,3413606,34136.05859,Multifamily Housing
Multifamily MR (5-9),81,887059,0,81.5,35.70000076,38.85,0,1584596.5,1910,37.70000076,87,42078,259982.0938,7,Mid-Rise Multifamily,-122.33932,1,0.92,47.61029,1502069.875,615011,6150.109863,Multifamily Housing
Multifamily MR (5-9),81,1162120,0,114.5999985,36.5,8.1,0,1210870.25,1911,38,119.4000015,30985,340598,5,Mid-Rise Multifamily,-122.32756,1,0.26,47.60601,1162120.375,0,0,Multifamily Housing
Multifamily MR (5-9),81,1436109,0,79,25.20000076,10.01,0,1492450.375,1990,26.10000038,82.09999847,57091,420899.4063,5,Mid-Rise Multifamily,-122.32533,2,0.18,47.61566,1436109,0,0,Multifamily Housing
Multifamily MR (5-9),81,1734822,0,79.30000305,25.29999924,12.09,0,1849454,1988,26.89999962,84.59999847,68669,508447.3125,6,Mid-Rise Multifamily,-122.31895,1,0.18,47.59718,1734822.375,0,0,Multifamily Housing
Multifamily MR (5-9),81,1898710,0,81,39.09999847,118.45,0,3928257.25,2008,39.59999847,81.5,101530,556480,7,Mid-Rise Multifamily,-122.31256,1,1.17,47.61481,3879728,1981018,19810.17969,Multifamily Housing
Multifamily MR (5-9),81,2010318,0,115.3000031,47.90000153,71.55,0,3348471,1979,51.79999924,126.6999969,82876,589190.375,9,Mid-Rise Multifamily,-122.38578,1,0.86,47.56146,3093583,1083265,10832.65039,Multifamily Housing
Multifamily MR (5-9),81,2060275,0,61.5,24.70000076,63.57,0,3092287.25,2012,25.60000038,63.90000153,121773,603832,5,Mid-Rise Multifamily,-122.28579,1,0.52,47.55681,2986728,926453,9264.530273,Multifamily Housing
